claim_id,feature,family,causal_role,target,top_fraction,orientation,gross_directionally_positive,globally_adjusted_diagnostic_survivor,discovery_lift_mean,discovery_lift_lb,discovery_precision,discovery_base_rate,discovery_recall,discovery_median_lead_days,discovery_mean_terminal_return,discovery_mean_mfe,discovery_mean_mae,validation_lift_mean,validation_lift_lb,validation_precision,validation_base_rate,validation_recall,validation_median_lead_days,validation_mean_terminal_return,validation_mean_mfe,validation_mean_mae,diagnostic_lockbox_lift_mean,diagnostic_lockbox_lift_lb,diagnostic_lockbox_precision,diagnostic_lockbox_base_rate,diagnostic_lockbox_recall,diagnostic_lockbox_median_lead_days,diagnostic_lockbox_mean_terminal_return,diagnostic_lockbox_mean_mfe,diagnostic_lockbox_mean_mae
upvolshare21_x_relstrength63:down_21d_20pct:top5,upvolshare21_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.05,-1,True,False,0.035069361086764755,-0.015024905584159108,0.04546952224052718,0.01021690522433125,0.22044728434504793,14.0,0.004087859470476366,0.058618062974530614,-0.05928338073971781,0.026431032209717036,-0.03133116552252961,0.03766025641025641,0.011230138186452153,0.16666666666666666,11.0,0.037930033102635395,0.09174684076290973,-0.05250885093077269,0.02817981171139497,-0.016821630543143347,0.03380503144654088,0.005625219735145904,0.2986111111111111,16.0,0.0007986292307951709,0.060041929829948174,-0.0565546537756016
upvolshare42_x_relstrength63:down_21d_20pct:top5,upvolshare42_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.05,-1,True,False,0.04064678890828705,-0.01663157775661473,0.05108767303889255,0.01021690522433125,0.2476038338658147,14.0,0.003886108220412174,0.059639855648480025,-0.06066332914768228,0.02402718605587088,-0.031832457703615605,0.035256410256410256,0.011230138186452153,0.15602836879432624,9.5,0.03905672444985418,0.09334951806084946,-0.05169515632999868,0.027393648189382395,-0.011266074362251254,0.0330188679245283,0.005625219735145904,0.2916666666666667,16.0,0.002480046916184825,0.06263141666961412,-0.056945717241584023
upvolshare63_x_relstrength63:down_21d_20pct:top5,upvolshare63_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.05,-1,True,False,0.04327146082429756,-0.018752468866948105,0.053742169469172436,0.01021690522433125,0.26038338658146964,14.0,0.0031086892066086256,0.05980607025149548,-0.06153488198805413,0.03364257067125549,-0.029787678743145668,0.04487179487179487,0.011230138186452153,0.19858156028368795,10.0,0.03637624534252958,0.09310226355683304,-0.05413577643314968,0.027393648189382395,-0.013640175269321379,0.0330188679245283,0.005625219735145904,0.2916666666666667,15.5,0.0014367928651236447,0.06158470291389802,-0.057309654740293856
upvolshare10_x_relstrength63:down_21d_20pct:top5,upvolshare10_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.05,-1,True,False,0.035725529065767384,-0.013858743357511458,0.04609812314784326,0.01021690522433125,0.22364217252396165,14.0,0.0027050706695512954,0.05682919035369603,-0.05913077081234333,0.02803359631228114,-0.03006209312351093,0.03926282051282051,0.011230138186452153,0.17375886524822695,11.0,0.03316946615236064,0.08689982043946574,-0.05290147237683512,0.024248994101332074,-0.011759817601800875,0.029874213836477988,0.005625219735145904,0.2638888888888889,15.5,-0.00025036912182344555,0.05780026793214812,-0.05513081672371068
upvolshare5_x_relstrength63:down_21d_20pct:top5,upvolshare5_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.05,-1,True,False,0.03244468917075425,-0.011677978750040618,0.042791310072416065,0.01021690522433125,0.20766773162939298,13.5,0.002206413426546278,0.054671325761947095,-0.057721950003500236,0.02803359631228114,-0.02941366844818761,0.03926282051282051,0.011230138186452153,0.17375886524822695,11.0,0.03186859341663617,0.08531676628120745,-0.05207816250216638,0.01874584944724403,-0.013105366529186493,0.02437106918238994,0.005625219735145904,0.2152777777777778,15.0,0.0013211887703414916,0.055774760407148224,-0.052430139320730686
price_level:down_21d_20pct:top5,price_level,placebo,negative_control,down_21d_20pct,0.05,-1,True,False,0.021974530549277584,-0.017685701476691972,0.03218390804597701,0.01021690522433125,0.15654952076677317,14.0,0.002862110272471089,0.05079271618291973,-0.05076922281254879,0.01601436554305037,-0.015580980679015428,0.027243589743589744,0.011230138186452153,0.12056737588652482,10.0,0.05028354704595956,0.10092535847250539,-0.04888063444798719,0.01874584944724403,-0.00918374831198586,0.024390243902439025,0.005625219735145904,0.2152777777777778,17.0,0.010966157841556357,0.06264230908008646,-0.047206142580346826
mom63_over_vol21:down_21d_20pct:top5,mom63_over_vol21,interaction,risk_adjusted_direction,down_21d_20pct,0.05,-1,True,False,0.013743901769179447,-0.014270043682840466,0.024060646011865524,0.01021690522433125,0.11661341853035144,14.0,0.005469144656985481,0.05039376675296435,-0.049516304736240746,0.005597698876383702,-0.01595538794276232,0.016826923076923076,0.011230138186452153,0.07446808510638298,11.0,0.03340408154467609,0.07381764071441586,-0.04048865953777477,0.017173522403218875,-0.005880075197998481,0.02279874213836478,0.005625219735145904,0.2013888888888889,13.0,0.0019117072516512304,0.05303858347167309,-0.0491522082056424
mom126_over_vol21:down_21d_20pct:top5,mom126_over_vol21,interaction,risk_adjusted_direction,down_21d_20pct,0.05,-1,True,False,0.013869446138749764,-0.015076131216047136,0.024317121918720853,0.01021690522433125,0.11661341853035144,14.0,0.002966409073338262,0.050355229605257686,-0.04887574410223294,0.011206673235358063,-0.03347673567182621,0.022435897435897436,0.011230138186452153,0.09929078014184398,15.0,0.023071184026714358,0.07030230747997217,-0.04364798929479124,0.017173522403218875,-0.01184367642709901,0.02279874213836478,0.005625219735145904,0.2013888888888889,12.0,0.006047585049506797,0.056325604129260916,-0.049230175710086616
upvolshare63_x_relstrength63:down_21d_20pct:top10,upvolshare63_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.1,-1,True,False,0.02817959730723719,-0.010450492883296355,0.03849317321927949,0.01021690522433125,0.3738019169329074,14.0,0.002848224553829413,0.053901731335518,-0.05519697592499796,0.018418211696896523,-0.010627298861773615,0.029647435897435896,0.011230138186452153,0.2624113475177305,10.0,0.03232194106292505,0.08063443365003825,-0.046913055582634346,0.017173522403218875,-0.00417979776266747,0.02279874213836478,0.005625219735145904,0.4027777777777778,14.0,0.003287457389909372,0.05688130096479358,-0.05011658898394837
price_level:up_21d_30pct:top5,price_level,placebo,negative_control,up_21d_30pct,0.05,-1,True,False,0.0022872817373819545,-0.0033943078558772563,0.00361247947454844,0.0013219957239150658,0.13580246913580246,17.0,0.002862110272471089,0.05079271618291973,-0.05076922281254879,0.04931526431052861,0.0006156193464480694,0.055288461538461536,0.005973477758751145,0.46,13.0,0.05028354704595956,0.10092535847250539,-0.04888063444798719,0.016948904254072424,-0.0030922181999042397,0.01888276947285602,0.001953201296925661,0.48,14.5,0.010966157841556357,0.06264230908008646,-0.047206142580346826
