claim_id,feature,family,causal_role,target,top_fraction,orientation,gross_directionally_positive,globally_adjusted_diagnostic_survivor,discovery_lift_mean,discovery_lift_lb,discovery_precision,discovery_base_rate,discovery_recall,discovery_median_lead_days,discovery_mean_terminal_return,discovery_mean_mfe,discovery_mean_mae,validation_lift_mean,validation_lift_lb,validation_precision,validation_base_rate,validation_recall,validation_median_lead_days,validation_mean_terminal_return,validation_mean_mfe,validation_mean_mae,diagnostic_lockbox_lift_mean,diagnostic_lockbox_lift_lb,diagnostic_lockbox_precision,diagnostic_lockbox_base_rate,diagnostic_lockbox_recall,diagnostic_lockbox_median_lead_days,diagnostic_lockbox_mean_terminal_return,diagnostic_lockbox_mean_mfe,diagnostic_lockbox_mean_mae
dist_high_252:down_21d_20pct:top5,dist_high_252,breakout,distance_to_supply,down_21d_20pct,0.05,-1,True,False,0.0568732418599368,-0.02096094608440526,0.06771180787191461,0.01021690522433125,0.3242811501597444,14.0,-0.0035462458302963165,0.06266819215082886,-0.06904837855046288,0.03204000656869139,-0.04348932874769714,0.04326923076923077,0.011230138186452153,0.19148936170212766,9.0,0.051673828269848,0.11703020567259446,-0.056912703366963274,0.02817981171139497,-0.008003895462799594,0.03380503144654088,0.005625219735145904,0.2986111111111111,14.0,0.009575933802994329,0.07074331426836218,-0.05843855627505199
drawdown_252:down_21d_20pct:top5,drawdown_252,breakout,drawdown_state,down_21d_20pct,0.05,-1,True,False,0.0568732418599368,-0.02096094608440526,0.06771180787191461,0.01021690522433125,0.3242811501597444,14.0,-0.0035462458302963165,0.06266819215082886,-0.06904837855046288,0.03204000656869139,-0.04348932874769714,0.04326923076923077,0.011230138186452153,0.19148936170212766,9.0,0.051673828269848,0.11703020567259446,-0.056912703366963274,0.02817981171139497,-0.008003895462799594,0.03380503144654088,0.005625219735145904,0.2986111111111111,14.0,0.009575933802994329,0.07074331426836218,-0.05843855627505199
dist_high_126:down_21d_20pct:top5,dist_high_126,breakout,distance_to_supply,down_21d_20pct,0.05,-1,True,False,0.0577071563623553,-0.022273114385057545,0.06820428336079078,0.01021690522433125,0.3306709265175719,14.0,-0.0004677564146694147,0.06371170159417473,-0.06703986788876554,0.02402718605587088,-0.025589908690495187,0.035256410256410256,0.011230138186452153,0.15602836879432624,10.0,0.048551671940808734,0.10817737606752664,-0.054109714901270804,0.026607484667369816,-0.00977495189736503,0.03223270440251572,0.005625219735145904,0.2847222222222222,14.0,0.00412551417621471,0.06576730264727612,-0.05932220801754175
drawdown_126:down_21d_20pct:top5,drawdown_126,breakout,drawdown_state,down_21d_20pct,0.05,-1,True,False,0.0577071563623553,-0.022273114385057545,0.06820428336079078,0.01021690522433125,0.3306709265175719,14.0,-0.0004677564146694147,0.06371170159417473,-0.06703986788876554,0.02402718605587088,-0.025589908690495187,0.035256410256410256,0.011230138186452153,0.15602836879432624,10.0,0.048551671940808734,0.10817737606752664,-0.054109714901270804,0.026607484667369816,-0.00977495189736503,0.03223270440251572,0.005625219735145904,0.2847222222222222,14.0,0.00412551417621471,0.06576730264727612,-0.05932220801754175
dist_high_189:down_21d_20pct:top5,dist_high_189,breakout,distance_to_supply,down_21d_20pct,0.05,-1,True,False,0.05837758886264059,-0.022568593117378036,0.06899966985803896,0.01021690522433125,0.33386581469648563,14.0,-0.0021592330087145495,0.06340453479638565,-0.06828503384515805,0.03764898092766575,-0.03612217608374814,0.04887820512820513,0.011230138186452153,0.21631205673758866,10.0,0.047019670495476035,0.10953300829623444,-0.05652204332529276,0.02424899410133208,-0.009804957252262051,0.029874213836477988,0.005625219735145904,0.2638888888888889,14.0,0.00897381743789516,0.07006421197961188,-0.05782204482433238
drawdown_189:down_21d_20pct:top5,drawdown_189,breakout,drawdown_state,down_21d_20pct,0.05,-1,True,False,0.05837758886264059,-0.022568593117378036,0.06899966985803896,0.01021690522433125,0.33386581469648563,14.0,-0.0021592330087145495,0.06340453479638565,-0.06828503384515805,0.03764898092766575,-0.03612217608374814,0.04887820512820513,0.011230138186452153,0.21631205673758866,10.0,0.047019670495476035,0.10953300829623444,-0.05652204332529276,0.02424899410133208,-0.009804957252262051,0.029874213836477988,0.005625219735145904,0.2638888888888889,14.0,0.00897381743789516,0.07006421197961188,-0.05782204482433238
dist_high_63:down_21d_20pct:top5,dist_high_63,breakout,distance_to_supply,down_21d_20pct,0.05,-1,True,False,0.054754400456843495,-0.018840492634342558,0.06504599211563732,0.01021690522433125,0.31629392971246006,14.0,-0.00016116279598138854,0.06167790730275287,-0.06600680353387768,0.032841288619973444,-0.02997314366107208,0.044070512820512824,0.011230138186452153,0.1950354609929078,11.0,0.03955486875873273,0.09795731041360005,-0.05554683609263489,0.0234628305793195,-0.012135839583975294,0.02908805031446541,0.005625219735145904,0.2569444444444444,15.0,-0.0025204625816395505,0.06014849976522788,-0.06029282127703042
drawdown_63:down_21d_20pct:top5,drawdown_63,breakout,drawdown_state,down_21d_20pct,0.05,-1,True,False,0.054754400456843495,-0.018840492634342558,0.06504599211563732,0.01021690522433125,0.31629392971246006,14.0,-0.00016116279598138854,0.06167790730275287,-0.06600680353387768,0.032841288619973444,-0.02997314366107208,0.044070512820512824,0.011230138186452153,0.1950354609929078,11.0,0.03955486875873273,0.09795731041360005,-0.05554683609263489,0.0234628305793195,-0.012135839583975294,0.02908805031446541,0.005625219735145904,0.2569444444444444,15.0,-0.0025204625816395505,0.06014849976522788,-0.06029282127703042
minret_126:down_21d_20pct:top5,minret_126,distribution,crash_history,down_21d_20pct,0.05,-1,True,False,0.013743901769179447,-0.009714976573812104,0.024060646011865524,0.01021690522433125,0.11661341853035144,14.0,0.008292070561121847,0.05856657949251845,-0.05255299005754665,0.032841288619973444,-0.02085355545834528,0.044070512820512824,0.011230138186452153,0.1950354609929078,12.0,0.03161480114247702,0.08645908606370906,-0.05328673627714242,0.02110434001328177,-0.004260006359615931,0.026729559748427674,0.005625219735145904,0.2361111111111111,13.5,0.010984814319569661,0.06074321194126257,-0.04856418539975059
dist_high_126:down_21d_20pct:top10,dist_high_126,breakout,distance_to_supply,down_21d_20pct,0.1,-1,True,False,0.03588957106051803,-0.012505590057788202,0.04622470801118605,0.01021690522433125,0.4488817891373802,14.0,0.0006433404495176335,0.057142500914495485,-0.05961109224651736,0.025229109132793963,-0.011864070620726877,0.036458333333333336,0.011230138186452153,0.32269503546099293,11.0,0.03639080053561912,0.09114786240228812,-0.051682047008031175,0.020318176491269185,-0.003927843589376576,0.025943396226415096,0.005625219735145904,0.4583333333333333,15.5,0.0034539561402291033,0.06065434353745298,-0.054397028324360115
